news,CorpBondA,CorpBondB,CorpBondC,GovtBondY2,GovtBondY5,GovtBondY10
NEWS REGARDING BERGMAN TELECOM - Bergman Telecom is expected to record a decrease in sales given their expansions in countries with uncertain geopolitical environments,-0.0038177339901476204,0.012331838565023068,-0.0032019704433499108,-0.001952362358453752,-0.0010871713777420577,-0.0010275380189065375
"NEWS REGARDING BERGMAN TELECOM - Bergman Telecom recently announced that it would issue shares in order to improve its financial condition. Management's decision will have an impact on the company's working capital. Indeed, the company will use the proceeds from this transaction to invest in short-term and liquid marketable securities. In total, the proceeds from issuing new shares will be $1 billion.",0.0051781906792573995,-0.0035059016010281496,-0.002641177210413792,-0.0004002401440863501,-9.952229299370341e-05,-0.0022698115069571534
"NEWS REGARDING BERGMAN TELECOM - Bergman Telecom‘s sales increased over the quarter. Tony Ding – an analyst covering the company – was very surprised by this increase given the recent flood that hit a significant part of the company's activities.  Overall, sales have increased by $700 million.",-0.013414482672959527,-0.013159528243327223,-0.0074469405485911855,-0.0003926573083343765,-0.0118999999999998,-0.015426027539082732
"NEWS REGARDING BERGMAN TELECOM - Bergman Telecom’s major shareholder wrote a public letter to the CFO of the company to criticize their plan on reducing the R&D expenses over the next fiscal year although it would have short-term positive impact on EBIT. However, the CFO has stood by his plan, citing the decreases to operating expenses and improvements in earnings. Overall, R&D expenses will decrease by $500 million.",-0.001959759602821909,0.0038309114927348453,-0.006753106428957212,0.0012900664880419743,0.00286914642893743,0.000550478916657493
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries , which has recorded an exceptional sales record recently due to positive market conditions in the overall economy, has reported a recent decline in sales volumes. In line with expectations, the company's sales growth will revert to the historical mean, which translates into sales decreasing by $3 billion.",-0.0024257125530625645,-0.0075358851674635075,-0.02826855123674898,-0.0009791442279443174,-0.0008848687444692471,-0.0009009910901988105
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries has announced a plan to increase the average salary per worker in order to retain its best employees and attract new talent at the firm.  Management will soon be filing its new incentive plan, which will have an impact on the company's EBIT. Overall, operating expenses will increase by $1.5 billion.",0.0013652724339092703,0.0037827943868211644,0.0020917927894679167,-9.800078400634682e-05,-0.001487209994050942,0.001841997544003604
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries has been recording a significant portion of its real estate assets as an ""off balance sheet item"". Therefore, the company has understated the total value of its long-term assets. In total, the properties are estimated to be worth $1 billion.",-0.0033572586246812808,-0.002350176263219872,0.0021097046413507403,-0.00019569471624236723,0.0003784295175026653,-0.001693320790216113
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries has been recording a significant portion of its real estate assets as an ""off balance sheet item"". Therefore, the company has understated the total value of its long-term assets. In total, the properties are estimated to be worth $2.2 billion.",0.0007587253414269579,-0.003262233375156298,-0.005275056518462384,-0.001278143742011184,-0.0014066110720384328,0.0024271844660193054
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries has recorded an exceptional quarter, with its working capital increasing by $1.5 billion.",-0.00014852220406913474,-0.000586992251702112,-0.0003762699109491896,2.220446049250313e-16,-0.000696032614099229,-0.0011882364590548589
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries just reported its quarterly results. Surprisingly, despite their recent international expansions in emerging markets, the company reported a decrease in sales of $3 billion.",-0.004569687738004036,0.003799292545526356,-0.004999375078114765,0.0,0.0,0.0012908350709961436
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries‘s sales will increase according to Street Consensus. Given their recent international expansions in emerging markets, analysts are bullish on the company's revenue potential.",0.0026797677534609043,-0.03058853897780056,6.661338147750939e-16,0.0006983936945028635,-0.00020028039254949004,0.00010097950116150223
"NEWS REGARDING CARTWRIGHT INDUSTRIES - Cartwright Industries’s major shareholder - William Farnam - wrote a letter to the CFO urging her to increase the firm's R&D capabilities to keep up with the technological change in the industry. Some analysts are worried about the potential impact of this decision on the company's EBIT. Its competitive advantage, as well as its market share, are threatened by the fast increases in productivity from new technologies. The Board is unanimously backing Mr. Farnam. The company's R&D spending has increased by $1.35 billion.",-0.0023385734701828476,0.0020939667582782207,-0.024914315844977053,-0.0005952380952377601,0.0012196361418843615,0.0003318584070799435
"NORTH KOREA PUSHES BORDER - North Korean infringements at the 38th parallel have recently become more serious and hostile, displaying new and dangerous weaponry. Rising concern over the situation has led to peace keeping efforts on behalf of the United Nations. ",-0.020378977475866478,-0.005668797491255262,-0.013857633542579295,-0.018075232046897427,-0.014545099570480002,-0.010515873015872756
"PERSONAL INCOME FIGURES RELEASED - Statistics Canada released personal income figures yesterday, showing an increase of 0.5% in average weekly earnings. This is accompanied by a monthly increase in retail spending of 0.6%. ",-0.0013083867591259235,-0.0017078297425112687,-0.001355564592652403,0.0003960003960004066,-0.00020447806972689886,0.0003305420890262756
"PERSONAL SAVINGS RATE DECREASED - Statistics released yesterday show that the personal savings rate has decreased by 8.5% over the past twelve months, with analysts expecting a 6.3% decrease. ",0.005585831062670854,-0.0030964109781835836,0.006672345258375678,-0.0010912698412697264,0.0031400460540085273,0.011127681541814649
RATING UPDATES - The credit rating agencies released the following credit rating updates:<br>Ackroyd Shipping: A<br>Bergman Telecom: A-<br>Cartwright Industries: A-,-0.0009612743751714614,-0.02318520563069215,-0.00678157671658608,-0.0029081427998389753,0.001053074978938362,-0.0008155656530348665
RATING UPDATES - The credit rating agencies released the following credit rating updates:<br>Ackroyd Shipping: A<br>Bergman Telecom: A<br>Cartwright Industries: A,0.018639798488665038,0.019642407454041777,0.021109847048413455,0.005132760833086225,0.009346733668341933,0.029408664488247194
RATINGS UPDATE - The credit rating agencies released the following credit rating updates: <br>Ackroyd Shipping:A<br>Bergman Telecom:A<br>Cartwright Industries:A,0.00025917766731846245,0.003812828730932633,-0.0016127564456505346,-0.0003898251884585268,0.0012370272756373076,0.0005737713839485251
RATINGS UPDATE - The credit rating agencies released the following credit rating updates: <br>Ackroyd Shipping:A<br>Bergman Telecom:A<br>Cartwright Industries:BBB,0.0035352021496308254,-0.0001437808127365626,-0.0012521551933468132,-0.00020252261663329186,-0.00038276239067327095,-0.0002944019367805699
RATINGS UPDATE - The credit rating agencies released the following credit rating updates: <br>Ackroyd Shipping:BBB<br>Bergman Telecom:A<br>Cartwright Industries:A,-0.15368074879838123,0.0094928478543562,-0.008354114713217231,-0.0004987531172069293,0.0011629072681710539,-0.0002422529524575445
RATINGS UPDATE - The credit rating agencies released the following credit rating updates: <br>Ackroyd Shipping:BBB<br>Bergman Telecom:AA<br>Cartwright Industries:A,-0.0028640337654503023,0.11513970110461313,0.007753876938469073,-0.000796019900497047,-0.0007948335817188346,0.0018830525272550691
"REAL GDP FIGURES RELEASED - Growth in the real domestic product (GDP) slowed to 0.3% in the fourth quarter of 2017 following a weak increase of 0.4% in the third quarter. Despite strong household consumption expenditure, weak exports was the largest contributor to the decline.",-0.008302200083022071,0.00014240956992339626,-0.0030085959885384206,0.0017040898155578077,0.00010546298249325403,-0.004218914801359053
S&P 500 FALLS 2% AMID FURTHER EU DOWNGRADES SOVEREIGN DEBT - S&P closes lower by 2% from yesterday amid further European sovereign downgrades. Fitch downgrades Portugal and Italy sovereign debt to BBB-.,0.016058922965467293,0.028837677874323342,0.011026168773889733,0.0033477747144543546,0.010867436851380807,0.020104020804161182
"S&P PLACES CANADA ON CREDIT WATCH - S&P announced today that it will be placing the Canadian Sovereign debt-rating on credit watch, citing record high debt-to-GDP level and no clear signal from Liberal majority to return to a balanced budget.",-0.020631482959078573,-0.017881864328564534,-0.019317524580682255,-0.00554582603619358,-0.012154591206912535,-0.023136005994754183
"VANCOUVER HOME PRICES PLUNGE AS BUYERS RETREAT - Home prices in Vancouver have fallen 23% since the real estate market peak in July and continue to slide. The Vancouver Real Estate Board reported the average price of all homes sold in the region hit $723,012, which is down 8% from June's selling price.",0.006919995143863655,0.006326803747414234,0.013836948391922066,0.000980296049406748,0.004264180880602542,0.011284366023799786
